"account","industry","score","tier","confidence","borderline","last_updated","ai_hiring_score","ai_hiring_conf","ai_hiring_src","ai_announce_score","ai_announce_conf","ai_announce_src","cloud_score","cloud_conf","cloud_src","global_score","global_conf","global_src","dc_score","dc_conf","dc_src"
"Cognizant","Professional Services","84","Tier 1","33","no","2026-09-07","82","0.3","","95","0.75","https://news.google.com/rss/articles/CBMirgFBVV95cUxQMU5VOVp4UnNwWFc1TVNFenBiVUtfTlBMUFJKLWhJQlRWS0hGa0pSV1BjZVBGLTJfbENfRG92RmpvZDZHNWtKRWRYbkJFQ1ptRVZ6Z2sxWUpDMmRsX2pMUTF5WHZRQjlPRHlDTXZOWU9GZ0Q3cGFpdVQ1SXJBOThZeC1JZ2VVSnpVWG82RlV3aTRZSGhEVGZkRWc0Z28wMUxQNHAwU3NYM3RqRWM0Y0E?oc=5","84","0.3","","94","0.3","","42","0.3",""
"Booz Allen Hamilton","Professional Services","84","Tier 1","33","no","2026-09-07","82","0.3","","95","0.75","https://news.google.com/rss/articles/CBMimAFBVV95cUxOc0Jhc2NaeU02a08tOUx5Y0V5cUdxckROUFJPeWo3dXdBbGxmM0RvblhtY18xSmg2UE9RWVdtbW5ybGI4WDJFTG1pdWVZQXlxb0kwb09ybE55SUdURVVvVnNNczRIbmJqeFZkd0NDTG9tRG1pSzhrNmxiMUNYQ2FKajJPOS01WnFZWks0WC1LMldjd2tlM1ZFZw?oc=5","84","0.3","","94","0.3","","42","0.3",""
"Gartner","Professional Services","84","Tier 1","33","no","2026-09-07","82","0.3","","95","0.75","https://news.google.com/rss/articles/CBMi9gFBVV95cUxPUGZwUlRJRjk1WTUzNVg0N1JVWDl4VXBNTGgzQy1ZNXJ3VHozMW5ZTV9ybGdITEdiRWVET0FoaTVWTUloQUNfcnJQc0FycnIwaWRJaXZZSlBRWU9BTWlxUEdNMlBkM2dUNVYxZmRfTkJ1NEJPTU1PaE0yS19ESXViYlEtYS1YVjJkdFg3ckhDZlgtcVpRb0lhcXRVSkVSTlJnN0ZJbmJ4TmJNZWo5M3Y1VE9yLTVIeklqNUNVX2V5THJkU3pfRzVGRDhBRDRiSkwtb3M0Tm43OFk4SmxlY25JMWVQTi15SFRwNlEtTFlIUG8yY0NIWkE?oc=5","84","0.3","","94","0.3","","42","0.3",""
"American Express","Financial Services","83","Tier 1","33","yes","2026-09-07","86","0.3","","82","0.75","https://news.google.com/rss/articles/CBMitwFBVV95cUxOa3U3WXV0bU54d25qc3paQ21mdnVwVWJiRGF0N2oxZ25Vb3hzVkdIMXBxZFd6WS0zVHZGeng2eER6WC1NTXYxTU8xdUlfcjU4RWxIZGxnOWw5SUZUUWlmb3gtWVRPRFFBVnM3UjVJRWZLQk9DNEZ1bC1NRmdFZjNHcFJfZk5SSm5TN0M4V0poa3d4aGpndHJrWHI2dmoyZ3QzYnZwNUV3TktEc3JqZDMyMzEzaU9OQjQ?oc=5","88","0.3","","92","0.3","","48","0.3",""
"Block","Financial Services","83","Tier 1","33","yes","2026-09-07","86","0.3","","93","0.75","https://news.google.com/rss/articles/CBMitgFBVV95cUxQS1VRQXhtR19VS2tKbVEzTnB6YjFUNl8zV3NFSURDZDRTcmZRS2tHa0RPOHdlMklXMWVSckNXdm5HWjdYNWhSTlFNeUlkdWFxWHo2SFdXU19ieWlQaUlEUjNrUjJkV1JSajZaNGxxUkVkM19qR2NOMkZvcWMwRHpIVTJybUlQZFB2ZmpvRy1CeURQcmp0ZFctU3RzMnItM29yajY5blZoT1ZjY0cwWFg1aVFoSGtpZw?oc=5","88","0.3","","80","0.3","","48","0.3",""
"Johnson & Johnson","Healthcare","83","Tier 1","32","yes","2026-09-07","78","0.3","","95","0.75","https://news.google.com/rss/articles/CBMi0wFBVV95cUxPZnNqNmhmNnhqTGd0b0VrOGt1eHdjLXNIcFNPUXdVRkRwSFRKNkkxZnRwTzUwWmdZeGVOaHFFYmNhcTBRd3VjRmlsS2k5QUNGa0ZFYXdlRlJCM1VlRTFNSEJJN2hxdlZpV0RtX2k4U2gydmoxVEFzVTBkSmpMZGFFTEFaTE1PQzgyQjlWQlVkWlZSNlM5Q0lYQmFmMG5lbXFiQ0tRck5SUFU4TDY5NEZoY01aVHd4ZTdvZTNtc0x0R2QyeThJQjJjYXgyeXhYZnVpcDYw?oc=5","78","0.3","","94","0.3","","50","0.3",""
"Merck","Healthcare","83","Tier 1","33","yes","2026-09-07","78","0.3","","97","0.75","https://news.google.com/rss/articles/CBMingFBVV95cUxNTzdwZXRGRFlEVWtKaG1oVzZLbU5vNjk5dGVTRHNlWW1jYlRxelVjTDFKUG5hUFZTN19aRXgyWUtyVHkyRm9zQXhQRmVKSkZvbzVfczlZWWYydFVTY2Y0dU5yX1NoVEJRZWdrNTcxQVMxSnVIRFNnZGxjVUlJWHlhS2xUNjVqcjhyYmRaeDBGUGlRTjBZR25FS056R1lCQQ?oc=5","78","0.3","","94","0.3","","50","0.3",""
"Texas Instruments","Technology","82","Tier 1","32","yes","2026-09-07","76","0.3","","95","0.75","https://news.google.com/rss/articles/CBMirAFBVV95cUxOdTdhNk5hRkFDMU42RkN5clB4UDI2QkJ0MzZLUXVHc2tRMGhaVmxxZDdRc0xPY2lqSjFNTGpUQ2JocTAwazhfQ2F5akRiTkoxVFBka01zVmZnQ2Q2aDhYXzNVbER0bVJ0R2lPeVIwaVBLM09yWDhtT3IyQVFqdDZ3M2xLNW90NDkyc2E0LWpLTDgxbzYzTWNZcUVKVmlSYzU2dUxMMWVwR3FJNGNH?oc=5","68","0.3","","94","0.3","","72","0.3",""
"HP Inc.","Technology","82","Tier 1","33","yes","2026-09-07","76","0.3","","95","0.75","https://news.google.com/rss/articles/CBMi1AFBVV95cUxPOUdBdW1NLWtpVlAxd0xLT21KX1F3SWhEUVE3VERnWU8wWmJhNWt0dUZSWE92MmFuVmtFNnhKQnl5Qi1BcV9OZ3Y3ZjI0czNnY2Z6NWhwZTJJNG5yZmFBU3Vic2lRbVlFcjJKaE4wcHZfVmU0Q0l6T3VWUUFER2hsYm5XbV9vYjVpRlg0ZzczRUVnc1ZZcWdhZHIxeXFuTjROUVNHZ0JTNkRrd2hKTzh0bnk4enpxUzNIZXNCYzdiQnVIb1FaRDcwa2VldG5HeFk1Yzhteg?oc=5","68","0.3","","94","0.3","","72","0.3",""
"BlackRock","Financial Services","82","Tier 1","33","yes","2026-09-07","80","0.3","","93","0.75","https://news.google.com/rss/articles/CBMiY0FVX3lxTE1ZekFOMExfNWlrQ1c2Rk9BN3RNMnRjZk54RFl2UVIxZE5LdDFrb0VYRVI1QUNRLWFLSDhGLTFrLTczb1VQRy15WGphSzF4QTA2UHlLNlQ1dWNyeTZvZnlEQmFoNA?oc=5","82","0.3","","88","0.3","","46","0.3",""
"Pfizer","Healthcare","82","Tier 1","32","yes","2026-09-07","78","0.3","","94","0.75","https://news.google.com/rss/articles/CBMingFBVV95cUxNMnl6Qm9ZU3hvem5VdzJjNUpfX1pRS3JGd0hsNlpmeHdnb1hTZWlfWWpJRl90WU5DUDNQOXdYRmxoY09XTEt1TVZmS1RDRVpzOFdva2JlR0hiT0ZLU2xwM2sya1hOakdINkZzYkZ2djB5Vms1TkhzQzFRSGZHTGF0QWZFQ0k2MlRFejhhYlpEUER3cWhOS05nSm5JemdBZw?oc=5","78","0.3","","94","0.3","","50","0.3",""
"Deere & Company","Manufacturing & Industrial","82","Tier 1","33","yes","2026-09-07","76","0.3","","95","0.75","https://news.google.com/rss/articles/CBMib0FVX3lxTE5QdVJ5WVdRMUFuSlhfOUt1OUFwU3lyY2NjOE5CdzEzS3hUWGhTb2laMGt1WlU2SHczd3F1cElFa1QxNFVLTXJrUTI0eVVNcmZxUVoyWUlXcnpBOHcyUzNMT1NkV3R3SE5Ld09FNXdNOA?oc=5","76","0.3","","96","0.3","","52","0.3",""
"Eaton","Manufacturing & Industrial","82","Tier 1","33","yes","2026-09-07","76","0.3","","95","0.75","https://news.google.com/rss/articles/CBMirgFBVV95cUxOSGpWaDN6cTEybmRTX1JORjZVb09HNWdfZ2ZkYmJBYXhRWXd3SFNGeHFQZ1J5UWsyRFc0OS1UbDFGUXp6bWdBeGw4dkJKcTRRVVRsM0E0a1hQLUswS0pqdFlmUTRHbzN4YmdBZENQekJxVXZlbS1TQk9hMkNURUZLUjJUSGJkbEdLVVQwdFBOVHp5dVVSdGZkMjdCSHJhNnVjZmJxQmdFVUFQVVpHRUE?oc=5","76","0.3","","96","0.3","","52","0.3",""
"Rockwell Automation","Manufacturing & Industrial","82","Tier 1","33","yes","2026-09-07","76","0.3","","95","0.75","https://news.google.com/rss/articles/CBMi0wFBVV95cUxNa3c5dXBNblBWZy1GQmpxVTNBSFJ5T3Q1T2p2VzNSTDNjX09mQ085WXRMVVJpUVplcWlLMUJtMFBMUnpEQ0hIRWt2NVl1eF9TX2pGNk1CT2FGMzVTRzZkSkIwS1hid2U4cG9vTUl4a2tONUYtQUpGTzBtb25YMjFLU1FfdExpUVl2OUx3N3ItekU2aXFYb3dJNVJvY0lRRW5XM1NWbThGUE5JSVBZdlgteE5IZ1FFWDlXRENkUkFwSTBPbEsyNVlqa2NSRlFPSjQ3RTNz?oc=5","76","0.3","","96","0.3","","52","0.3",""
"Schneider Electric","Manufacturing & Industrial","82","Tier 1","33","yes","2026-09-07","76","0.3","","95","0.75","https://news.google.com/rss/articles/CBMiugFBVV95cUxPbkVOMy1hWHJDM3FlajN2UXF4Vk5NUHRVRzMwS1p6RGRKbFAyMEdiTG9FQy1fTUdBbjlwalREV2psdkpjanVRN1UyZnliMTNtNzRDNFZ4WnFhZnNsck5qUWRKU2dnWS1qdGMtWUFCN2JFUjJSczB6LXJuaFQ0NTB0VFR5emtPQlNsMDR1UWZ3eDJaSWR6Ym1sQ1N0emd4bzAtTERHLUk4MWpYQnJiQ0pocXlzdExjenhiTGc?oc=5","76","0.3","","96","0.3","","52","0.3",""
"Corning","Manufacturing & Industrial","82","Tier 1","33","yes","2026-09-07","76","0.3","","95","0.75","https://news.google.com/rss/articles/CBMiuwFBVV95cUxQelJEV0NUZWxFbEZqT05rQTR5U0VKRVhhR0psU1IzREM1RXI2Smd6ZmlWOG16cHIxZTZSd3g5NHBPQ202TnZiTm00cmxmZFdrMGJIdUxRcTc3cTRTQjB4RE43ekNCQ2xIb2pBUGZ3cGVwUWNoTklNd0FSRkdqYktsdE1NSkY4TlRIamt6MUNiZVRLYjlGWFhPSk1Id1FBOFJKMVo4UGVqM2Z1eWJmNTR0WWl0V1Bwa0tkRGtF0gHAAUFVX3lxTE5wZmZFbnR3VHVTU3Uyam5wZEY4amJsd013ME5keVZMcXhWLU5MREE5eEgwOGpIVTBqQm9aZjlHR1haLVhTZjZTdFBBQXFrdVlPbUhXV05Fc2NQRE5MU3hXTWVaR0Q1WUNGdGgxM3JienY1bEdjVGhfLTBNellpaUgzQjBPMkR2WDBQb1hSeTc5VWdxR1g1aVR4V3JvTFo0T2xZdzRnTFJBZ0NzdE5LSGU1UUtPTzBZbG5XLS1aYzR0TQ?oc=5","76","0.3","","96","0.3","","52","0.3",""
"Ford Motor","Manufacturing & Industrial","81","Tier 1","31","yes","2026-09-07","80","0.3","","93","0.75","https://news.google.com/rss/articles/CBMiyAFBVV95cUxNR2VkNUJxNlJrR3BJMFpzT1F3MmdpYWplak9zV1NLcUN3bTRSYkI4SzFvMXVDMnkxSV9kOGFqZlFnNGVKTDFtSzRhU1hmdzBRY1N1YW9QSnhsLWkzMnByUjZNZGdCMHZ5YUZKTGFHSHJ5ZzhmNjhlcVBQdmMyVXZvbzFDS1lPQ0V4MWI3MlB0RHFRal93T1lCSzgySWlpRGRRTVFRdHhxeUNuWGNfM1hQNUs4WkYxdFhtdm5WMkxjN01tQzhJanZtRQ?oc=5","76","0.3","","88","0.3","","50","0.3",""
"The Walt Disney Company","Media & Entertainment","81","Tier 1","33","yes","2026-09-07","80","0.3","","89","0.75","https://news.google.com/rss/articles/CBMifkFVX3lxTE1KbmNKNFBXclJ1NmJDcVVIbjdiSzh2eDhQUmZUbEJHTEppYmxzZzlSXzdOOGUxcWxXcnA0QjdGZ1BOeUJ0R2VGeXpmeVpGV25qdWFTNlRwMkZicjJSaHFuRTlhZHVLa3JWYkE0UDZNMzZia0FXRTRrNTRWT0xHZw?oc=5","86","0.3","","84","0.3","","44","0.3",""
"TD Bank Group","Financial Services","80","Tier 1","33","yes","2026-09-07","82","0.3","","91","0.75","https://news.google.com/rss/articles/CBMiswFBVV95cUxPRkZ1OWJkdXFEYkRqc3NSR2lIaFZIbHdxMUZqdnNyaU1GWF9IQksyTV82Mm92dWRJREVEdkx0bmpWOTZrWVhGbmlkSVdZX3dkaEtiY1BMYncwcUc2cWlCRXFGNVQ1ODh4QUVTd3VBMGJyOE5PRmRuNkhBN1BaeUczNHpTakh2Z0Y4THl4MnZjXzROcWV1NnNrdXZ2aXUzbFdXQV9hcjZkUTExeXdUU2Z3cmpjZw?oc=5","78","0.3","","84","0.3","","46","0.3",""
"General Motors","Manufacturing & Industrial","80","Tier 1","32","yes","2026-09-07","80","0.3","","88","0.75","https://news.google.com/rss/articles/CBMibEFVX3lxTE5ZU3ctWnUwejFnWUpCM1lsd05RalNBOTJ0MEp0LVVORHpQMG9RYms2aEVyejRsMFdfbFBRT1VlWnZFVzdfTTIyUWNSd0I0bHZWbmR4NWhUWDdtc196R0dFeHYzcjI5Y0ZJNE0tNtIBckFVX3lxTFBXb0RUUTA4bDc5U181b0kxRXdnbk5Gb0o5UnlSU0FWNmpIclVyUVU5b1ZQODJNRGMyeDdKYkJ0dzM2SHBrSWxKSlJNOXVjdHBRRTRvSU5EV3IzcWRmVllCcHJ3bUVubjRtaWd2REJybENWQQ?oc=5","76","0.3","","88","0.3","","50","0.3",""
"Honeywell","Manufacturing & Industrial","80","Tier 1","32","yes","2026-09-07","80","0.3","","93","0.75","https://news.google.com/rss/articles/CBMihwFBVV95cUxPRURlcFNoU0tDOG5BYkIyXzNRTkNCNUswd1lsdmhjanl3Q1hyMXhELUhUZW0tQXFTdzYyZlBfQUNkaVMwR1ZNNHNMRlBMSk5jeHlGVFRHbF9LUlR1UmZEdjJ0cklOTnZNbW5LUndiM0dzQlkzbFJzSmRJamFGUEZrTFhUMUNPRG8?oc=5","76","0.3","","84","0.3","","52","0.3",""
"Amgen","Healthcare","79","Tier 2","31","yes","2026-09-07","78","0.3","","81","0.75","https://news.google.com/rss/articles/CBMivwFBVV95cUxQMnRQQXBULTBHQ0E5a1gtMm5UWXJFUkVTRUxyRVd0Y1BweEdjcFhkbG1wRk1wZlJTMndLYkxFMWVHbTM1YVZLTUlQcHhlMy1saDZ6VDdtNUJzZzhLMU1UYjIyQW0tNlNVcWk2bjk0d21TRUJXX1NMQlR2MUlLUkpoTjdJM1V0TzBrRXZJWHkybV9PMExiSVVMWWppa2MwdjdZYzZzaHg2S2h1OFVqQXE3VjFJOXRCcU95SktVd0s5QQ?oc=5","78","0.3","","94","0.3","","50","0.3",""
"Thermo Fisher Scientific","Healthcare","79","Tier 2","31","yes","2026-09-07","78","0.3","","82","0.75","https://news.google.com/rss/articles/CBMitwFBVV95cUxORURRSDJkc2dzZFRwSk13Vm1sUWxWaU4wdE8zRUJTdkw2QnBla0s1NE9xWmFFYTlkWU5tT2ttUGFZUnY4WXdxcXhWYnh1ZUhqQUVpME1LT0daR2FCYmFfNzNuTXEyRmE2TFYySTlwUWdXOWxYZnFHbmhJdGRlcW1DU1gtY2lVUkVBMm50cnI5UVF4V1h4b29yOXZvUVlqY2d2eWF2VWZhaXV6U1JqYnNvX1NxbG9mSDA?oc=5","78","0.3","","94","0.3","","50","0.3",""
"Intuitive Surgical","Healthcare","79","Tier 2","33","yes","2026-09-07","82","0.3","","95","0.75","https://news.google.com/rss/articles/CBMirwFBVV95cUxOX2RZQTZLaU01NklyMmtqYlAtZ19zVkxVNUJ0aHNNYXhXTGZHUERhX0Z2cHZxZDNaRHdGTTYzYUlodFRXaGFnMUN5RnFBQjVNVTI2dU9laEYwNm9kQ1Vfc0tfRnJkUEZOSVBUMUViZ0RjNVYtV0ZXck51T0VSVVBEU01KMzBzQ2hlWXNLb1I0MTVEZ2x0MUhnTVV5Tjl3WnJtZFVnanBZdXVsYTVUMWNj?oc=5","80","0.3","","64","0.3","","58","0.3",""
"PepsiCo","Retail & Consumer","79","Tier 2","32","yes","2026-09-07","72","0.3","","87","0.75","https://news.google.com/rss/articles/CBMixgFBVV95cUxNSDI0ZDZhc0ZJX1ZfN1REMUhBSzhSVFV0MHMtR1RjNUpCbmN4MGdIbjY2RkFMOHhvaG5iNkphamdDZ0tKUU1lbm9meUF0aEN4VVFDM0E2WFdiUC1sRlRLdFMtcG5wd0RScnNpTm8wRzF0ZW1BSndOMFktYWl3bkJ5XzAzZDF2Y0poOS1QWkFoZkt6TXR4NkRtRl96YV9IeUpKY3RzaVJVSFpsVzBNY0hIWURfRFBZei00eHh5OUQ0enYzdnFwNHc?oc=5","76","0.3","","100","0.3","","36","0.3",""
"Nike","Retail & Consumer","79","Tier 2","33","yes","2026-09-07","72","0.3","","87","0.75","https://news.google.com/rss/articles/CBMi2AFBVV95cUxNdHV4X3o4NXF4RkZQeklYNml4RGRDc3ZyRnBiTHlNTFhWdS1WYzRKX3FTMDJXLUoyOGtfNDVpUldMLWpHYlNVR05BMTV5MWdZZG44NDRBZlRXRGIyYWZTMWlUVXktNFNXd2p3cmtNWEtubDBMQUtYU2JDenFyNS1kY3ZjRUNWSTc0VnBKcmIwaFBObk1vM1RnUThINlVxdXNUTFpjTzVkeTFUMjFhSjJMMHh2ZlRIZGlnMVJvZjJYZzQyVDJWLVNjbGVDRUZzSk80M2w3QjRmQVE?oc=5","76","0.3","","100","0.3","","36","0.3",""
"Starbucks","Retail & Consumer","79","Tier 2","31","yes","2026-09-07","72","0.3","","87","0.75","https://news.google.com/rss/articles/CBMiwAFBVV95cUxQREszSl8zQVhhS0VyM3dpT21yRXFreTBWU2E5ZnFDQjBpRl9OaHl2YndBX2hBU3g1WVMzSTd3cG1VbzNnd3UxZTd3ZDM4RVRNQWFZMUdMUjR4NXZrYngzeUtudTNybkhxcTU1ZU9ZOHQyaUJHUFFFeWVsRnY1Y0pKTUVwVFhYaE8xdDZOUlBFc1FXMXhPMnlUSmltZVZNWmcwVFhSTmdnZVdITUZMdnZsWU92Si1VejI5RmdMUEhQSHQ?oc=5","76","0.3","","100","0.3","","36","0.3",""
"Wells Fargo","Financial Services","78","Tier 2","33","yes","2026-09-07","82","0.3","","91","0.75","https://news.google.com/rss/articles/CBMixAFBVV95cUxPa3FPQko0VVVGeVBIVzhGX3plNlZsMXpSNzMtQm9aRloxbG9IaWFQcHZ3bExfdnhVX21QNXZ3RkhLdXRXY01IN3IzMHF5WFh6aG13UEE4UEVEY3ZtaDluQU5teFVncWxXU0JMb1RKendqcjgzS1pDOTJiLWxxek94VXlLcHV1bXlMaFl1RFUwUFdpNzQ0VjFoa3NtSWJJd3VBbGs0Y19wVGVWdlV5WTcwUW9LTjFXcnBKVGJ1d2ZORkRUMTFv?oc=5","78","0.3","","72","0.3","","46","0.3",""
"Citigroup","Financial Services","78","Tier 2","33","yes","2026-09-07","82","0.3","","83","0.75","https://news.google.com/rss/articles/CBMic0FVX3lxTE1PbnhaRFdRV01VSjg1TUpPSDFGeVotY3d5SENfWXhzSTVxNko1dXFXNGR2WTJfSkRUeUFGY2JGaDR1ZHRsa0Jlc29qWTAyZGFCRElvbjI4anpsMFdtMUtXMVhEZVdHVUg2LV9qbHRFM3VRbnc?oc=5","78","0.3","","84","0.3","","46","0.3",""
"Capital One","Financial Services","78","Tier 2","32","yes","2026-09-07","88","0.3","","99","0.75","https://news.google.com/rss/articles/CBMilAFBVV95cUxNcFQxb3Z0MVRMLXE2MnFrSHg4MFByTExqcjItU3JsajExT1R1Y0ZLVlVNTXhOQTlzd3hUWWlfNk15b2trS3FFUXRrZjQ2ZERNNGM4Y2oybVFjRDBxOVBsNVdPU0xodWx4ckRjUDJMbWRudjFDRDNyQkJPYjl0OG9yb3IzekFxVXY5ODlRcDBrbnZudkpx0gGaAUFVX3lxTE1wSEE0LTNybUhKcGxDYUx1YUxLRE1lLTRmVDRVVmgzOFYtQzc1c3RwanZwSXZEeC1BdlFJYndjek5DVndKSTFacHVEVTN1YXhWOUdpd043bHQ4Y1h5YUpFaDNHVldieEgyNmlkRzdENXFrQlg2X3FsS0Ywc015ajdfNERDZkFSMExmdlRTVnJvaVc3SjExd0RaM2c?oc=5","82","0.3","","47","0.3","","54","0.3",""
"Bristol Myers Squibb","Healthcare","78","Tier 2","33","yes","2026-09-07","70","0.3","","89","0.75","https://news.google.com/rss/articles/CBMipAFBVV95cUxPcHM4cHh1MEt5aVlpZXFGVURpdDRMSFVPSGpyS0hCWnFLTmJkYmE4ajJfMHFiNjRSYWNKakx3aGFXNkFhc3djYTA0TWZETGlqZ3U0X2ZWQXk5ZDJwSDZidWl1MTdoTHg0VGpST1NQRlFDN2tHWkNMMmE3M3J5WS1PNmVpSFF0WXVWU1cwWjNrd2xFdE8xS2dJeFpGSEs2cG1yUUQwZw?oc=5","74","0.3","","94","0.3","","46","0.3",""
"Regeneron","Healthcare","78","Tier 2","31","yes","2026-09-07","78","0.3","","84","0.75","https://news.google.com/rss/articles/CBMigwFBVV95cUxPRWV5VHdiSDhQLTJldzIyV2t5ZFhWbzhIdG5lUFdzbV82LTM0RnQ1enhqZ2xsMXREbVZtUS1EenJCNVhBUHFlcHJ1RzVXTjNUdlZBME1pM1IwMjdRS0NUcGU5THhXYS1kRmF3cXR6U24zRU1uNHJPVWlYelQ3NXo1Qk9UYw?oc=5","78","0.3","","82","0.3","","50","0.3",""
"Procter & Gamble","Retail & Consumer","78","Tier 2","33","yes","2026-09-07","72","0.3","","86","0.75","https://news.google.com/rss/articles/CBMinAFBVV95cUxOeFZsS0lWZlFxc3VlUTVZTi1LRzNBQm1JNExZbFYwUFQ2ei04VW1xeWxmLS1rdEl3cnFzR2N1Tm5ucktXMHlTSmFzQmZYWEdUOFcza1luRW9UZTFlc3BoM0tzSlpIU3ZTZzBRNHZocllOenljc1NJR0wyaWx1ZmlxUGRRcHJubTJRdWtzUnFGZW5qQkxiYXJHUXNyaHk?oc=5","76","0.3","","100","0.3","","36","0.3",""
"Charles Schwab","Financial Services","77","Tier 2","32","yes","2026-09-07","82","0.3","","86","0.75","https://news.google.com/rss/articles/CBMia0FVX3lxTE1ZaDRTT3RWcHU2ZWF6QUZPeS1lNUZqQVMwV1F3UTNfUVk5MWx0N0VGY04tREg2NVpBREROWVNLb2tYaWdrSWVjR2ptWm5ybmdmT1JoaF93Nmk4QUY0LWN6aDNSSnJVbWR1TXRN?oc=5","78","0.3","","72","0.3","","46","0.3",""
"Aon","Financial Services","77","Tier 2","33","yes","2026-09-07","74","0.3","","85","0.75","https://news.google.com/rss/articles/CBMikwFBVV95cUxPSDZ4d1VCMkRId2lZWTJoMXpXa2ZZdWp2U3pSbDdua1l0ZG1fekF2aFBObDRSd2JwNVdKd3c0cDZROVk2UTBvNUdVM0Zhd2E5dnVwRWtreUt0bW5qOTRsZ3I3Vk5HZFlEYmtKOVg1R1RLS1RKdXNjb2ZfRXRyQVJDZ3gzOExOLTQyeWk3WFRQNDNrVlE?oc=5","78","0.3","","88","0.3","","38","0.3",""
"Vertex Pharmaceuticals","Healthcare","77","Tier 2","27","yes","2026-09-07","78","0.3","","83","0.75","https://news.google.com/rss/articles/CBMilAFBVV95cUxNYWhJREdES0JVcUZKMWI2TG1vOXpIQm9VSVdpSVdyTFhXa3NieTQ1ZjZNdkF1aDR2RWlYTzljZ0lacGlpLUxGZ29xcWNzOWpBXzBfTnhTOXh1OVJrT09Fd3RLYlQ3MjExb3AxM3NrZEtQcDVuNmZwYmVKd2tEOXBLWnVfR1NsNXZWTVpFX1lpWW5nN2Iw?oc=5","78","0.3","","82","0.3","","50","0.3",""
"Toyota (Americas)","Manufacturing & Industrial","77","Tier 2","19","yes","2026-09-07","80","0.3","","78","0.3","","76","0.3","","88","0.3","","50","0.3",""
"Emerson Electric","Manufacturing & Industrial","77","Tier 2","32","yes","2026-09-07","70","0.3","","87","0.75","https://news.google.com/rss/articles/CBMiswFBVV95cUxNN09MeWF2STY1ZlVVa0JTUU1oWmlEVkYwdzRpU1ZuSGp3bU5pdVp5c2E2cWpsbTFwZ2VxU1l4VzlPT2NZbWk0UE8tSWtFUkwwOTJ4Z0p5WThLYS1WbHdHMWEydTExdkpqWVZ5NXZVakFMbGZ4aWJ5WFZ2dHpCN0ZaUTF3REhDWDN3RFRpcklMelUxUU1fV2VjUjFZM3BRLTV1RXZITmxSTHdjakxhVGhDRi1MUQ?oc=5","72","0.3","","96","0.3","","44","0.3",""
"Coca-Cola","Retail & Consumer","77","Tier 2","32","yes","2026-09-07","72","0.3","","82","0.75","https://news.google.com/rss/articles/CBMiygFBVV95cUxNZWV6ajVVWkdJOTJZaDk4YkdCYTBCcDZONGlmWVdhRklaSDVwQ2tJbVp6LUtSV0VRU210aGFia1Z6M1dYaWxiTnRXaUl3WFFObFdyNFU2b1ZrYWFrVU51bW1QUWl1X3BFd1MwQWpBSU9CcW43Qkwwb3NaX1lyZklTNWlaMFRWaXdaakVibmJjSjVBS29XRUx4ejFDbVY4RnRsWkQzYnM3UmRGbDM4WHptUTdvS0pEd0lROGJpSUE2LXNZdFpOX2lxV2pR?oc=5","76","0.3","","100","0.3","","36","0.3",""
"Electronic Arts","Media & Entertainment","77","Tier 2","31","yes","2026-09-07","80","0.3","","76","0.75","https://news.google.com/rss/articles/CBMilgFBVV95cUxNeWEyZ09Ib2p6d1dhc0wwWllWdm01S2dEVnZIUzFIdC16bTNjcTFjZzhJNkV4WXBVMXZnbTh0Qy1aRFJNbzcwSmVGZ25fdnE4OUdnMngzVHJBYkN1cU5SSmxxTURYejQzTjlXNFREc0RRQ2xLcUk3OEdyZHBNaWhKOFJJMklTTjVZbEVsakN2U3V6dlVqVmc?oc=5","86","0.3","","84","0.3","","44","0.3",""
"Infosys (Americas)","Professional Services","77","Tier 2","26","yes","2026-09-07","82","0.3","","66","0.75","https://news.google.com/rss/articles/CBMi1wFBVV95cUxQbVltd3pYU0dyUUg3MlRCUHVENlpHbFFQNjBZeENBUFJyOWs1bTBfV1VsSGxHUVFtNFlOcEpOU1JZMVZYaWt2ZUJNdGhCbzhidWhEU0kydGd6dE9KYWM1LUJMNXI5NFBfWDcxOFlzeTlZU09fNEIySTlLQ2NYcHVsOFhhM1l6dVVReURMZDVXdUhmSExjQTFqeGpHcTY0aVFTX2k4QVJ3MFB6MW5ESm5vbmxLbWlrNXhFcmVONTRoNjY3Y1BNN0RJWkdick0yVVh2YTBwU08tWdIB3AFBVV95cUxQbldWQnlSRXBOdklfNk1fUkJ5aURZdkJyRVdUbE95ZFNpRTVoUnNPX1N2VWgyR0lIb0Z1d2UwOUJHNm9JMUNYb2VmUjFoeGY5RTZKOUpLMUZfaGJTQTNKVXRXRFIzdlpZcFhibGVGX3hkbU5qYmtILWdWeUxfX0lkRlYxLXU5aEJJSVRZdHBVOTY1SXJZMUlaN200aHU2YTBlS0VfNi1aUnpMRF9PU0NJczlsOHVfQUYwQXczb1g0RG1saklZcks5NXlXY2x0T3B4RWI3VVV5eFpEdTBM?oc=5","84","0.3","","94","0.3","","42","0.3",""
